"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"15","1012.7","...","1014.9","2018-11-15 09:05","1009.8","2018-11-15 13:53","23.0","26.9","2018-11-15 12:53","20.3","2018-11-15 00:02","...","74","61","2018-11-15 12:54","3.1","85","10.4","77","2018-11-15 01:56","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1012.3","...","1013.7","2018-11-16 09:11","1010.3","2018-11-16 14:11","23.9","27.2","2018-11-16 11:27","21.4","2018-11-16 23:48","...","78","63","2018-11-16 11:25","1.8","79","10.1","74","2018-11-16 22:17","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","1013.3","...","1015.8","2018-11-17 09:41","1011.8","2018-11-17 14:24","20.8","21.8","2018-11-17 23:43","19.0","2018-11-17 07:32","...","91","87","2018-11-17 15:54","2.6","91","9.9","73","2018-11-17 02:57","4.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","1011.7","...","1013.7","2018-11-18 08:45","1009.0","2018-11-18 13:53","23.3","28.5","2018-11-18 13:11","20.7","2018-11-18 06:32","...","89","68","2018-11-18 13:36","1.7","82","7.5","89","2018-11-18 00:15","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1015.3","...","1017.2","2018-11-19 09:42","1012.4","2018-11-19 02:16","19.6","21.5","2018-11-19 00:02","18.1","2018-11-19 07:42","...","98","92","2018-11-19 12:35","2.1","101","9.2","87","2018-11-19 12:56","17.5","...","...","","...","","...","...","...","...","...","...","","..."
"20","1014.3","...","1016.5","2018-11-20 09:01","1012.4","2018-11-20 14:02","21.9","23.8","2018-11-20 13:33","20.1","2018-11-20 03:11","...","90","83","2018-11-20 13:33","3.3","95","10.7","86","2018-11-20 11:00","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1012.3","...","1015.2","2018-11-21 23:51","1009.5","2018-11-21 14:20","23.2","27.7","2018-11-21 11:21","20.5","2018-11-21 23:47","...","91","74","2018-11-21 11:31","1.6","108","6.3","307","2018-11-21 11:59","1.5","...","...","","...","","...","...","...","...","...","...","","..."
"22","1018.0","...","1020.3","2018-11-22 09:16","1014.6","2018-11-22 00:02","18.1","20.6","2018-11-22 00:02","16.7","2018-11-22 23:15","...","99","94","2018-11-22 11:57","1.9","105","9.8","95","2018-11-22 23:41","12.0","...","...","","...","","...","...","...","...","...","...","","..."
"23","1017.4","...","1019.4","2018-11-23 09:02","1016.2","2018-11-23 14:02","17.5","18.7","2018-11-23 23:06","16.3","2018-11-23 03:12","...","100","99","2018-11-23 17:33","3.0","95","10.1","99","2018-11-23 03:14","3.5","...","...","","...","","...","...","...","...","...","...","","..."
"24","1016.0","...","1017.5","2018-11-24 06:52","1013.3","2018-11-24 13:21","21.0","24.3","2018-11-24 14:02","17.9","2018-11-24 06:41","...","99","93","2018-11-24 14:23","3.1","89","9.6","95","2018-11-24 04:09","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1013.6","...","1016.2","2018-11-25 00:01","1010.9","2018-11-25 13:29","23.1","27.1","2018-11-25 12:16","20.5","2018-11-25 23:56","...","81","62","2018-11-25 13:23","2.6","82","10.5","89","2018-11-25 09:27","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"26","1015.1","...","1016.8","2018-11-26 21:02","1013.9","2018-11-26 01:50","20.2","22.9","2018-11-26 12:02","18.3","2018-11-26 03:53","...","94","77","2018-11-26 11:21","1.7","118","9.6","167","2018-11-26 10:11","2.5","...","...","","...","","...","...","...","...","...","...","","..."
"27","1015.9","...","1017.4","2018-11-27 09:12","1014.1","2018-11-27 13:23","20.0","21.7","2018-11-27 13:23","18.8","2018-11-27 00:02","...","96","89","2018-11-27 13:31","2.2","104","7.6","111","2018-11-27 13:47","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"28","1016.4","...","1018.7","2018-11-28 21:57","1014.1","2018-11-28 15:24","19.0","20.7","2018-11-28 21:42","17.9","2018-11-28 14:13","...","98","92","2018-11-28 23:49","1.5","111","6.4","99","2018-11-28 12:46","1.0","...","...","","...","","...","...","...","...","...","...","","..."
"29","1018.3","...","1020.6","2018-11-29 09:29","1016.8","2018-11-29 12:38","20.1","22.7","2018-11-29 12:02","18.0","2018-11-29 06:54","...","84","75","2018-11-29 15:03","3.8","94","12.4","90","2018-11-29 22:27","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"30","1016.4","...","1018.7","2018-11-30 07:31","1013.9","2018-11-30 15:01","22.3","25.9","2018-11-30 13:22","19.4","2018-11-30 00:02","...","69","57","2018-11-30 11:11","3.3","86","10.6","164","2018-11-30 14:49","0.0","...","...","","...","","...","...","...","...","...","...","","..."
